#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
463,Yariel Rodríguez,TOR,2,2,0,36,0,36,9.32,3.82,1.11,0.293,73.70%,41.20%,3.98,4.08,0.2
464,Kyle Nicolas,PIT,3,3,0,56,0,56,9.03,4.18,1.02,0.298,73.10%,41.20%,4.07,4.13,0.2
465,Huascar Brazobán,NYM,3,3,0,56,0,56,8.57,3.93,1.01,0.292,73.30%,44.50%,3.94,4.14,0.2
466,Zack Kelly,BOS,3,3,0,56,0,56,8.87,3.98,1.1,0.301,72.50%,43.00%,4.23,4.21,0.2
467,Taylor Clarke,,2,2,0,49,0,49,7.72,2.45,1.28,0.294,73.10%,40.00%,4.1,4.2,0.2
468,Tanner McDougal,CHW,2,2,0,13,5,35.2,7.55,4.34,1.26,0.294,71.60%,44.00%,4.68,4.88,0.2
469,Luinder Avila,KCR,2,2,0,42,0,42,8.15,3.6,0.93,0.303,72.40%,47.00%,3.99,4.01,0.2
470,Kendry Rojas,MIN,2,2,0,42,0,42,8.31,3.33,1.08,0.297,73.40%,42.30%,3.97,4.08,0.2
471,Chris Murphy,CHW,2,3,0,50,0,50,8.36,4.05,1.08,0.295,73.90%,44.40%,4.04,4.34,0.2
472,Joe Rock,TBR,2,3,0,29,3,44.1,7.07,2.73,1.23,0.3,72.40%,46.30%,4.25,4.39,0.2
473,Porter Hodge,CHC,3,3,1,60,0,60,9.76,4.47,1.05,0.291,74.70%,42.00%,3.87,4.09,0.2
474,Sean Guenther,DET,1,1,0,22,0,22,7.22,2.94,0.93,0.299,73.10%,47.90%,3.8,3.97,0.1
475,Erik Sabrowski,CLE,3,3,0,61,0,61,10.34,4.94,1.09,0.287,75.40%,37.00%,3.91,4.19,0.1
476,Austin Warren,NYM,2,2,0,44,0,44,8.09,3.23,1.18,0.289,73.10%,41.10%,4.06,4.24,0.1
477,José Ureña,,2,3,0,6,6,34.2,6.07,3.76,1.33,0.3,69.80%,44.60%,5.04,5.1,0.1
478,Jose Corniell,TEX,2,3,0,31,3,46.1,8.08,3.15,1.29,0.29,72.30%,39.60%,4.29,4.39,0.1
479,Matt Gage,SFG,3,3,0,56,0,56,7.92,3.24,0.95,0.299,73.50%,46.90%,3.81,3.94,0.1
480,Keegan Thompson,CIN,3,3,0,52,2,59.1,8.78,3.7,1.36,0.296,72.50%,40.00%,4.48,4.55,0.1
481,John King,,2,2,0,44,0,44,6.14,2.8,0.84,0.309,72.40%,55.50%,3.9,4.01,0.1
482,Chase Petty,CIN,2,3,0,29,3,44,7.13,3.68,1.36,0.298,71.30%,44.90%,4.77,4.86,0.1
483,Mason Black,KCR,2,3,0,31,3,46,7.26,3.51,1.27,0.296,70.50%,39.90%,4.68,4.67,0.1
484,Jorge Alcala,,2,2,0,36,0,36,9.5,3.92,1.26,0.287,73.80%,35.90%,4.14,4.26,0.1
485,Liam Hendriks,,1,1,0,24,0,24,9.33,3.35,1.24,0.29,73.40%,36.40%,4.08,4.09,0.1
486,Anthony Banda,LAD,3,3,0,55,0,55,8.83,3.88,1.22,0.291,74.10%,40.80%,4.11,4.36,0.1
487,Tyler Uberstine,BOS,1,2,0,20,2,27.1,8.13,2.85,1.31,0.295,71.40%,38.60%,4.37,4.31,0.1
488,DL Hall,MIL,3,3,0,52,0,52,8.98,3.79,1.1,0.291,74.40%,41.10%,3.89,4.12,0.1
489,Dylan Dodd,ATL,3,2,0,50,0,50,7.69,2.32,1.16,0.3,73.50%,43.30%,3.88,3.97,0.1
490,Mitch Farris,LAA,2,3,0,21,5,43.1,8.05,3.85,1.34,0.292,73.10%,39.60%,4.45,4.68,0.1
491,Yosver Zulueta,CIN,2,2,0,40,0,40,8.61,4.3,0.96,0.306,73.10%,51.50%,4.09,4.21,0.1
492,Henry Baez,ATH,1,1,0,3,3,18.1,6.19,3.46,1.18,0.302,70.00%,49.00%,4.72,4.78,0.1
493,Adam Mazur,MIA,1,2,0,20,2,27,7.18,2.41,1.26,0.295,71.60%,41.80%,4.26,4.26,0.1
494,Luis Perales,WSN,2,2,0,26,2,33.1,8.62,3.99,1.17,0.289,73.10%,40.10%,4.19,4.36,0.1
495,Dylan Ross,NYM,2,2,0,42,0,42,9.38,4.39,0.99,0.291,74.50%,43.80%,3.84,4.06,0.1
496,Yohan Ramírez,PIT,2,3,0,50,0,50,8.7,3.65,0.94,0.303,72.30%,45.90%,3.99,4.06,0.1
497,Ty Madden,DET,1,2,0,20,2,27.1,8.04,3.24,1.19,0.292,72.00%,39.70%,4.23,4.26,0.1
498,Tim Mayza,,2,2,0,44,0,44,7.39,3.22,0.96,0.304,72.90%,50.00%,3.95,4.06,0.1
499,Manuel Rodríguez,TBR,1,1,0,16,0,16,8.32,3.08,0.98,0.305,73.00%,50.50%,3.84,3.88,0.1
500,José Leclerc,,2,2,0,44,0,44,9.64,3.89,1.21,0.283,73.80%,34.30%,4.05,4.16,0.1
501,Jackson Rutledge,WSN,3,3,0,55,0,55,7.91,3.34,1.24,0.289,72.20%,40.10%,4.27,4.45,0.1
502,Ryan Thompson,ARI,3,3,2,62,0,62,7.28,2.96,0.91,0.31,70.90%,50.20%,4.1,3.94,0.1
503,Jesse Scholtens,TBR,2,2,0,36,2,43,7.8,2.57,1.35,0.295,72.50%,41.70%,4.27,4.31,0.1
504,José Suarez,ATL,2,1,0,30,0,30,8.88,2.84,1.11,0.297,74.60%,41.20%,3.71,3.83,0.1
505,Pierson Ohl,MIN,3,3,2,60,0,60,7.28,1.88,1.33,0.294,71.80%,38.30%,4.19,4.16,0.1
506,Mike Clevinger,,3,4,0,10,10,54.1,6.74,3.24,1.5,0.289,69.80%,36.90%,4.97,5.02,0.1
507,Ryan Yarbrough,NYY,4,4,0,57,5,79,7.11,2.71,1.41,0.286,72.20%,38.70%,4.42,4.67,0.1
508,Tyler Phillips,MIA,3,4,12,68,0,68,6.71,2.82,1.01,0.304,71.60%,49.90%,4.12,4.15,0.1
509,Steven Cruz,KCR,2,2,0,45,0,45,8.42,3.89,1.05,0.299,72.30%,41.70%,4.2,4.21,0.1
