#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
1,Aaron Judge,NYY,149,644,43,111,111,9,17.90%,24.60%,0.303,0.326,0.285,0.418,0.588,0.416,172,-1.4,53.3,-4.6,7.3
2,Bobby Witt Jr.,KCR,157,679,29,104,95,33,7.20%,17.20%,0.224,0.312,0.288,0.344,0.512,0.362,131,3.3,27.9,14.3,6.7
3,Cal Raleigh,SEA,159,637,40,88,103,8,12.20%,26.80%,0.263,0.252,0.23,0.33,0.494,0.347,130,-1.6,21.2,11.9,6.4
4,Shohei Ohtani,LAD,157,679,48,129,118,26,13.80%,24.10%,0.317,0.311,0.282,0.385,0.599,0.407,165,1.8,54.3,-17,6.1
5,Juan Soto,NYM,159,686,38,114,102,23,18.70%,17.60%,0.256,0.282,0.272,0.411,0.528,0.4,163,0.5,51.7,-14.7,6.1
6,Gunnar Henderson,BAL,156,672,29,102,89,23,10.50%,20.90%,0.217,0.312,0.273,0.354,0.49,0.362,135,2.6,30.4,5.1,6
7,Julio Rodríguez,SEA,159,686,31,96,101,26,7.00%,22.00%,0.206,0.308,0.27,0.33,0.477,0.345,129,2,25.2,8.8,5.9
8,Fernando Tatis Jr.,SDP,156,672,30,102,90,25,11.20%,19.50%,0.212,0.299,0.27,0.358,0.482,0.361,136,2.1,31.2,-0.6,5.4
9,Ronald Acuña Jr.,ATL,151,651,31,115,84,26,14.10%,20.40%,0.226,0.324,0.286,0.393,0.512,0.389,152,2.7,42.6,-11.9,5.4
10,Francisco Lindor,NYM,146,630,26,94,78,22,8.80%,18.20%,0.191,0.285,0.261,0.337,0.452,0.341,123,1.1,18.1,9.8,5
11,Mookie Betts,LAD,151,651,24,95,90,9,11.20%,11.80%,0.194,0.278,0.274,0.358,0.468,0.356,130,-0.5,22.6,3.9,4.9
12,Kyle Tucker,LAD,151,651,33,101,99,22,13.50%,14.70%,0.237,0.27,0.268,0.37,0.505,0.374,142,1.7,34.1,-7.6,4.9
13,José Ramírez,CLE,157,679,29,95,96,32,9.80%,11.70%,0.21,0.272,0.273,0.347,0.484,0.347,125,2.2,22.1,2.2,4.9
14,Alejandro Kirk,TOR,125,495,15,52,63,1,10.20%,12.10%,0.15,0.283,0.272,0.35,0.422,0.336,117,-2.1,7.8,14.6,4.9
15,Vladimir Guerrero Jr.,TOR,157,679,34,98,105,5,11.40%,13.60%,0.228,0.298,0.294,0.379,0.521,0.382,149,-1.4,37.5,-13.6,4.8
16,Corbin Carroll,ARI,146,630,27,100,88,33,10.70%,20.90%,0.235,0.292,0.259,0.346,0.494,0.359,130,5,27.6,-1.8,4.8
17,Elly De La Cruz,CIN,156,672,25,96,89,41,9.80%,25.80%,0.197,0.328,0.262,0.338,0.459,0.341,114,4.4,15.9,7.9,4.7
18,Geraldo Perdomo,ARI,159,686,15,96,72,23,12.20%,12.90%,0.142,0.289,0.266,0.363,0.408,0.34,117,1.2,15.4,7.8,4.7
19,Pete Crow-Armstrong,CHC,149,644,26,88,92,34,5.40%,24.00%,0.202,0.297,0.254,0.303,0.456,0.324,109,3,10.2,14.2,4.7
20,Junior Caminero,TBR,154,665,39,89,116,6,6.90%,19.10%,0.243,0.28,0.27,0.323,0.513,0.355,128,-0.4,21.8,0.2,4.6
21,Ketel Marte,ARI,147,637,27,94,86,6,10.90%,16.30%,0.213,0.29,0.274,0.359,0.487,0.362,132,-0.6,23.8,-0.1,4.6
22,Patrick Bailey,SFG,133,525,11,53,53,3,7.90%,26.00%,0.121,0.293,0.228,0.291,0.349,0.282,81,-0.7,-12.4,22.4,4.6
23,William Contreras,MIL,152,610,20,80,77,6,11.70%,19.00%,0.17,0.309,0.27,0.358,0.44,0.346,124,-1.2,15.9,7.5,4.5
24,Trea Turner,PHI,149,644,19,92,73,28,6.60%,18.30%,0.16,0.323,0.283,0.334,0.442,0.336,114,4,14.9,7.1,4.4
25,Wyatt Langford,TEX,149,644,25,90,80,22,11.70%,22.60%,0.196,0.302,0.257,0.349,0.453,0.347,125,1.5,20.4,0.6,4.4
26,Yordan Alvarez,HOU,130,560,30,83,85,3,12.70%,17.30%,0.25,0.311,0.294,0.391,0.545,0.393,156,-1.6,35.4,-11.9,4.4
27,Matt Chapman,SFG,156,672,27,89,84,9,11.40%,24.60%,0.197,0.289,0.241,0.336,0.439,0.337,119,-0.5,14.4,5.8,4.3
28,Bo Bichette,NYM,152,658,19,81,86,6,6.40%,16.30%,0.156,0.324,0.291,0.338,0.447,0.339,121,-0.9,15.7,4.9,4.3
29,Jackson Merrill,SDP,146,630,24,82,84,7,6.60%,19.10%,0.193,0.301,0.27,0.321,0.462,0.335,119,0.3,14.4,6.8,4.3
30,Zach Neto,LAA,154,665,28,94,85,28,6.90%,23.90%,0.204,0.3,0.255,0.325,0.459,0.337,115,1.4,13.4,5.7,4.3
31,Corey Seager,TEX,130,560,26,76,77,3,11.10%,18.20%,0.21,0.289,0.268,0.354,0.478,0.353,129,-1.4,18,4.1,4.2
32,Adley Rutschman,BAL,141,566,19,68,68,1,11.30%,15.70%,0.172,0.274,0.254,0.34,0.426,0.334,116,-1.2,9.4,8.8,4
33,Willy Adames,SFG,157,679,27,85,87,12,10.70%,24.40%,0.186,0.279,0.236,0.321,0.422,0.323,109,-0.1,7.2,9.4,4
34,Nico Hoerner,CHC,154,665,9,79,65,27,6.40%,9.30%,0.106,0.299,0.281,0.336,0.387,0.318,105,2.3,6.3,10.2,4
35,Gabriel Moreno,ARI,115,456,11,54,56,4,9.50%,17.00%,0.142,0.318,0.279,0.351,0.421,0.336,115,-0.5,7.6,13.4,3.9
36,Bryce Harper,PHI,154,665,29,90,95,11,12.20%,21.50%,0.219,0.314,0.273,0.365,0.492,0.366,135,-0.1,27.1,-11.5,3.9
37,Jeremy Peña,HOU,151,651,19,83,71,18,5.80%,17.80%,0.151,0.307,0.271,0.325,0.421,0.324,108,1.2,7.6,7.5,3.8
38,Dansby Swanson,CHC,159,686,22,82,80,16,8.50%,25.40%,0.157,0.298,0.241,0.308,0.398,0.308,98,1.3,0,14,3.8
39,Alex Bregman,CHC,156,672,23,87,82,3,11.00%,14.30%,0.171,0.262,0.25,0.34,0.421,0.333,115,-1.7,10.5,3.3,3.7
40,Maikel Garcia,KCR,154,665,13,87,68,27,8.50%,15.00%,0.135,0.302,0.269,0.332,0.404,0.322,103,1.9,4.3,8.7,3.7
41,Austin Riley,ATL,156,672,30,88,92,3,7.60%,25.90%,0.209,0.315,0.261,0.324,0.47,0.341,119,-1,13.8,-0.6,3.6
42,Masyn Winn,STL,149,644,15,79,68,13,7.00%,17.80%,0.133,0.293,0.255,0.313,0.389,0.307,98,0.8,-0.8,14.5,3.6
43,Freddie Freeman,LAD,151,651,24,89,91,8,10.60%,18.60%,0.198,0.321,0.284,0.367,0.482,0.363,135,-1.1,25.7,-12.6,3.6
44,Byron Buxton,MIN,130,560,29,85,76,17,7.80%,27.40%,0.24,0.297,0.249,0.317,0.489,0.342,119,2.6,15.5,0,3.6
45,Nick Kurtz,ATH,143,616,36,97,99,3,11.90%,28.00%,0.26,0.314,0.261,0.352,0.52,0.371,137,-0.7,26.4,-12.9,3.6
46,Pete Alonso,BAL,157,679,38,89,111,2,9.00%,22.50%,0.251,0.289,0.264,0.343,0.515,0.363,136,-2.3,26.8,-15.5,3.6
47,Michael Harris II,ATL,133,574,22,71,77,18,4.20%,19.20%,0.185,0.308,0.275,0.309,0.46,0.329,110,1.2,8.3,7.2,3.5
48,Jacob Wilson,ATH,143,616,14,75,78,6,5.60%,7.80%,0.137,0.302,0.295,0.342,0.432,0.336,113,-0.8,8.7,4.2,3.5
49,Riley Greene,DET,151,651,29,84,97,3,8.80%,27.10%,0.213,0.326,0.264,0.333,0.477,0.347,123,-1,16.9,-5.3,3.5
50,Roman Anthony,BOS,146,630,19,92,70,9,13.20%,24.70%,0.175,0.337,0.266,0.367,0.441,0.353,124,-0.4,17.1,-4.9,3.5
51,Manny Machado,SDP,149,644,26,80,90,9,8.30%,19.70%,0.185,0.292,0.263,0.325,0.448,0.332,117,-0.6,12.2,-0.4,3.4
52,Steven Kwan,CLE,154,665,11,86,60,19,9.10%,9.20%,0.111,0.295,0.279,0.349,0.39,0.326,110,1.1,9.3,0.8,3.4
53,Matt Olson,ATL,159,686,32,92,97,1,11.80%,24.10%,0.22,0.295,0.253,0.345,0.473,0.352,126,-1.8,19.4,-9.3,3.4
54,Carlos Correa,HOU,131,567,18,66,67,0,8.90%,20.40%,0.158,0.306,0.262,0.331,0.42,0.327,110,-0.9,5.9,7.2,3.3
55,Will Smith,LAD,126,500,19,67,67,2,11.70%,19.40%,0.189,0.284,0.255,0.352,0.444,0.345,122,-1.6,11.7,9.1,3.3
56,Cody Bellinger,NYY,143,616,24,82,89,11,8.30%,14.70%,0.184,0.273,0.264,0.326,0.448,0.332,114,0.2,10.6,0.6,3.3
57,Xander Bogaerts,SDP,141,609,13,72,60,17,8.40%,17.60%,0.126,0.304,0.264,0.33,0.391,0.316,106,1.5,5.5,6.3,3.3
58,Austin Wells,NYY,117,461,19,53,62,5,8.50%,24.40%,0.19,0.261,0.227,0.299,0.417,0.31,99,-0.2,-0.6,8.9,3.2
59,Rafael Devers,SFG,159,686,31,94,93,2,12.40%,24.20%,0.216,0.297,0.253,0.351,0.468,0.35,128,-1.6,20.8,-12.3,3.2
60,James Wood,WSN,149,644,27,89,84,16,12.10%,29.00%,0.211,0.341,0.261,0.353,0.472,0.355,128,0.1,21.9,-12,3.2
61,Ceddanne Rafaela,BOS,141,609,18,78,76,21,4.70%,20.80%,0.167,0.304,0.261,0.303,0.428,0.315,97,1.1,-0.8,11,3.2
